年份,地块名,地块类型,季次,季次编号,作物编号,作物名称,作物类型,种植面积/亩,鲁棒亩产量/斤每亩,亩成本/元,鲁棒售价/元每斤,鲁棒需求/斤
2029,D2,水浇地,第一季,1,28,小青菜,蔬菜,10.0,3069.7805515222,2144.1530250000005,8.090827430273439,34564.07142791341
2029,D2,水浇地,第二季,2,36,白萝卜,蔬菜,10.0,3845.915520829866,670.0478203125002,3.350239101562501,97295.77056259941
2029,D3,水浇地,第一季,1,20,土豆,蔬菜,14.0,1960.8634878989774,2680.191281250001,5.2766265849609395,29066.81067903696
2029,D3,水浇地,第二季,2,37,红萝卜,蔬菜,14.0,2836.56397454226,670.0478203125002,4.355310832031251,35061.61451848877
2029,D4,水浇地,第一季,1,22,茄子,蔬菜,6.0,6126.215694371616,2680.191281250001,7.739052324609378,44335.722977793
2029,D4,水浇地,第二季,2,35,大白菜,蔬菜,6.0,4721.94990568442,2680.191281250001,3.350239101562501,146405.64557842916
2029,D5,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,10.0,1899.975939571384,1340.0956406250004,9.49792785292969,26355.354054642674
2029,D5,水浇地,第二季,2,35,大白菜,蔬菜,10.0,4721.94990568442,2680.191281250001,3.350239101562501,146405.64557842916
2029,D6,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,12.0,2879.3678500462365,2680.191281250001,11.256803381250004,35554.895182570675
2029,D6,水浇地,第二季,2,35,大白菜,蔬菜,12.0,4721.94990568442,2680.191281250001,3.350239101562501,146405.64557842916
2029,D7,水浇地,第一季,1,16,水稻,粮食,22.0,477.46518827726925,911.2650356250003,7.0,20436.400875249936
2029,D8,水浇地,第一季,1,16,水稻,粮食,20.0,477.46518827726925,911.2650356250003,7.0,20436.400875249936
2029,E1,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3377.2551908662135,3216.229537500001,9.146152747265628,6299.230000186459
2029,E1,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,948.8475518073685,13400.956406250005,73.50918906249998,4084.0694827295906
2029,E2,普通大棚,第一季,1,25,菜花,蔬菜,0.6,3801.2820513696925,4020.286921875001,7.739052324609378,3509.6609022215603
2029,E2,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,948.8475518073685,13400.956406250005,73.50918906249998,4084.0694827295906
2029,E3,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7743.363712291435,3216.229537500001,7.739052324609378,44335.722977793
2029,E3,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4751.564572939962,4020.286921875001,46.96054698094613,8778.69893102167
2029,E4,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14253.936903911423,4690.334742187501,9.849702958593753,12757.358430875334
2029,E4,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,948.8475518073685,13400.956406250005,73.50918906249998,4084.0694827295906
2029,E5,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7743.363712291435,3216.229537500001,7.739052324609378,44335.722977793
2029,E5,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,948.8475518073685,13400.956406250005,73.50918906249998,4084.0694827295906
2029,E6,普通大棚,第一季,1,26,包菜,蔬菜,0.6,4264.7686335436265,4690.334742187501,9.146152747265628,3927.5954010309965
2029,E6,普通大棚,第二季,2,39,香菇,食用菌,0.6,3768.98525453246,2680.191281250001,15.604088356219,7041.292532648935
2029,E7,普通大棚,第一季,1,18,刀豆,蔬菜（豆类）,0.6,2322.8451017741445,1608.1147687500004,9.49792785292969,26355.354054642674
2029,E7,普通大棚,第二季,2,39,香菇,食用菌,0.6,3768.98525453246,2680.191281250001,15.604088356219,7041.292532648935
2029,E8,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3441.0001947484616,3216.229537500001,11.256803381250004,35554.895182570675
2029,E8,普通大棚,第二季,2,39,香菇,食用菌,0.6,3768.98525453246,2680.191281250001,15.604088356219,7041.292532648935
2029,E9,普通大棚,第一季,1,18,刀豆,蔬菜（豆类）,0.6,2322.8451017741445,1608.1147687500004,9.49792785292969,26355.354054642674
2029,E9,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4751.564572939962,4020.286921875001,46.96054698094613,8778.69893102167
2029,E10,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3377.2551908662135,3216.229537500001,9.146152747265628,6299.230000186459
2029,E10,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9366.306415806062,13400.956406250005,13.082978233419466,17530.906397358936
2029,E11,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3377.2551908662135,3216.229537500001,9.146152747265628,6299.230000186459
2029,E11,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9366.306415806062,13400.956406250005,13.082978233419466,17530.906397358936
2029,E12,普通大棚,第一季,1,32,空心菜,蔬菜,0.6,11398.556002987996,6700.478203125002,6.3319519019531265,3495.4034805731435
2029,E12,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9366.306415806062,13400.956406250005,13.082978233419466,17530.906397358936
2029,E13,普通大棚,第一季,1,26,包菜,蔬菜,0.6,4264.7686335436265,4690.334742187501,9.146152747265628,3927.5954010309965
2029,E13,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,948.8475518073685,13400.956406250005,73.50918906249998,4084.0694827295906
2029,E14,普通大棚,第一季,1,31,辣椒,蔬菜,0.6,1907.2509965112013,1608.1147687500004,10.201478064257815,1173.571502766611
2029,E14,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4751.564572939962,4020.286921875001,46.96054698094613,8778.69893102167
2029,E15,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14253.936903911423,4690.334742187501,9.849702958593753,12757.358430875334
2029,E15,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,948.8475518073685,13400.956406250005,73.50918906249998,4084.0694827295906
2029,E16,普通大棚,第一季,1,30,生菜,蔬菜,0.6,4788.971224635679,2680.191281250001,7.387277218945315,2782.3814516169186
2029,E16,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,948.8475518073685,13400.956406250005,73.50918906249998,4084.0694827295906
2029,F1,智慧大棚,第一季,1,28,小青菜,蔬菜,0.6,3802.831359744007,2680.191281250001,8.090827430273439,34564.07142791341
2029,F1,智慧大棚,第二季,2,33,黄心菜,蔬菜,0.6,5147.100915981178,3685.263011718751,6.3319519019531265,1762.4304969011669
2029,F2,智慧大棚,第一季,1,28,小青菜,蔬菜,0.6,3802.831359744007,2680.191281250001,8.090827430273439,34564.07142791341
2029,F2,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4294.0923903854045,2948.210409375001,7.035502113281252,4395.845663561371
2029,F3,智慧大棚,第一季,1,18,刀豆,蔬菜（豆类）,0.6,2327.063246315329,1608.1147687500004,9.49792785292969,26355.354054642674
2029,F3,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4294.0923903854045,2948.210409375001,7.035502113281252,4395.845663561371
2029,F4,智慧大棚,第一季,1,18,刀豆,蔬菜（豆类）,0.6,2327.063246315329,1608.1147687500004,9.49792785292969,26355.354054642674
2029,F4,智慧大棚,第二季,2,34,芹菜,蔬菜,0.6,5781.394058953717,1608.1147687500004,5.628401690625002,1762.0539019619855
2030,A1,平旱地,第一季,1,1,黄豆,粮食（豆类）,80.0,385.5863895171006,562.8401690625002,3.25,55515.95816275053
2030,A2,平旱地,第一季,1,1,黄豆,粮食（豆类）,55.0,385.5863895171006,562.8401690625002,3.25,55515.95816275053
2030,A3,平旱地,第一季,1,8,谷子,粮食,35.0,378.7994666417005,506.55615215625016,6.75,69547.3080370656
2030,A4,平旱地,第一季,1,7,玉米,粮食,72.0,955.33857324313,703.5502113281252,3.0,215046.3596712555
2030,A5,平旱地,第一季,1,7,玉米,粮食,68.0,955.33857324313,703.5502113281252,3.0,215046.3596712555
2030,A6,平旱地,第一季,1,4,绿豆,粮食（豆类）,55.0,331.95930795037566,492.4851479296877,7.0,32229.12955182669
2030,B1,梯田,第一季,1,3,红豆,粮食（豆类）,60.0,367.74423306294034,492.4851479296877,8.25,21776.190620326368
2030,B2,梯田,第一季,1,6,小麦,粮食,46.0,730.6680632880306,633.1951901953128,3.5,274028.1393351817
2030,B3,梯田,第一季,1,6,小麦,粮食,40.0,730.6680632880306,633.1951901953128,3.5,274028.1393351817
2030,B4,梯田,第一季,1,6,小麦,粮食,28.0,730.6680632880306,633.1951901953128,3.5,274028.1393351817
2030,B5,梯田,第一季,1,10,黍子,粮食,25.0,479.2699735839211,506.55615215625016,7.5,12240.43011185565
2030,B6,梯田,第一季,1,8,谷子,粮食,86.0,358.6234543144843,506.55615215625016,6.75,69547.3080370656
2030,B7,梯田,第一季,1,4,绿豆,粮食（豆类）,55.0,318.1414221580005,492.4851479296877,7.0,32229.12955182669
2030,B8,梯田,第一季,1,8,谷子,粮食,44.0,358.6234543144843,506.55615215625016,6.75,69547.3080370656
2030,B9,梯田,第一季,1,7,玉米,粮食,50.0,899.4836046835289,703.5502113281252,3.0,215046.3596712555
2030,B10,梯田,第一季,1,6,小麦,粮食,25.0,730.6680632880306,633.1951901953128,3.5,274028.1393351817
2030,B11,梯田,第一季,1,6,小麦,粮食,60.0,730.6680632880306,633.1951901953128,3.5,274028.1393351817
2030,B12,梯田,第一季,1,9,高粱,粮食,45.0,573.6980308855256,562.8401690625002,6.0,29535.978116492668
2030,B13,梯田,第一季,1,2,黑豆,粮食（豆类）,35.0,445.5025185345469,562.8401690625002,7.5,21230.199704424813
2030,B14,梯田,第一季,1,6,小麦,粮食,20.0,730.6680632880306,633.1951901953128,3.5,274028.1393351817
2030,C1,山坡地,第一季,1,13,红薯,粮食,15.0,1889.224587263097,2814.200845312501,3.25,34957.83981722056
2030,C2,山坡地,第一季,1,2,黑豆,粮食（豆类）,13.0,429.58547995515397,562.8401690625002,7.5,21230.199704424813
2030,C3,山坡地,第一季,1,11,荞麦,粮食,15.0,95.80387925993944,492.4851479296877,40.0,1457.9771367484168
2030,C4,山坡地,第一季,1,9,高粱,粮食,18.0,546.9368787202166,562.8401690625002,6.0,29535.978116492668
2030,C5,山坡地,第一季,1,5,爬豆,粮食（豆类）,27.0,365.1658433657435,492.4851479296877,6.75,9563.470336395618
2030,C6,山坡地,第一季,1,7,玉米,粮食,20.0,860.7394870139665,703.5502113281252,3.0,215046.3596712555
2030,D1,水浇地,第一季,1,20,土豆,蔬菜,15.0,1913.513249226956,2814.200845312501,5.540457914208986,29177.600620655925
2030,D1,水浇地,第二季,2,35,大白菜,蔬菜,15.0,4814.085011376186,2814.200845312501,3.517751056640626,145267.89647403988
2030,D2,水浇地,第一季,1,17,豇豆,蔬菜（豆类）,10.0,2826.919075072158,2814.200845312501,11.819643550312504,35545.26270344117
2030,D2,水浇地,第二季,2,35,大白菜,蔬菜,10.0,4814.085011376186,2814.200845312501,3.517751056640626,145267.89647403988
2030,D3,水浇地,第一季,1,18,刀豆,蔬菜（豆类）,14.0,1892.1017879144258,1407.1004226562504,9.972824245576176,26154.270563004015
2030,D3,水浇地,第二季,2,36,白萝卜,蔬菜,14.0,3817.584275819807,703.5502113281252,3.517751056640626,97341.82411648687
2030,D4,水浇地,第一季,1,22,茄子,蔬菜,6.0,6059.545624950525,2814.200845312501,8.126004940839847,44233.85341008229
2030,D4,水浇地,第二季,2,36,白萝卜,蔬菜,6.0,3817.584275819807,703.5502113281252,3.517751056640626,97341.82411648687
2030,D5,水浇地,第一季,1,28,小青菜,蔬菜,10.0,3060.3131387118133,2251.360676250001,8.495368801787112,34740.07347450338
2030,D5,水浇地,第二季,2,37,红萝卜,蔬菜,10.0,2896.6954662019434,703.5502113281252,4.573076373632814,35349.55835049494
2030,D6,水浇地,第一季,1,28,小青菜,蔬菜,12.0,3060.3131387118133,2251.360676250001,8.495368801787112,34740.07347450338
2030,D6,水浇地,第二季,2,36,白萝卜,蔬菜,12.0,3817.584275819807,703.5502113281252,3.517751056640626,97341.82411648687
2030,D7,水浇地,第一季,1,16,水稻,粮食,22.0,472.6098624214012,956.8282874062503,7.0,20319.689189406003
2030,D8,水浇地,第一季,1,21,西红柿,蔬菜,20.0,2274.4316271588605,2814.200845312501,9.234096523681643,35477.359632193366
2030,D8,水浇地,第二季,2,37,红萝卜,蔬菜,20.0,2896.6954662019434,703.5502113281252,4.573076373632814,35349.55835049494
2030,E1,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14216.018371235248,4924.851479296876,10.342188106523441,12806.884554670463
2030,E1,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4772.291879565692,4221.301267968752,45.50355761684568,8689.07069734819
2030,E2,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3468.9010632412787,3377.041014375001,11.819643550312504,35545.26270344117
2030,E2,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.2607100981927,14071.004226562505,69.83372960937497,4088.817206644253
2030,E3,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3468.9010632412787,3377.041014375001,11.819643550312504,35545.26270344117
2030,E3,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9499.37005163877,14071.004226562505,12.626062280272867,17403.08304020679
2030,E4,普通大棚,第一季,1,24,青椒,蔬菜,0.6,2837.5503372253065,2814.200845312501,7.932528632724612,2526.892360484728
2030,E4,普通大棚,第二季,2,39,香菇,食用菌,0.6,3794.3730377925763,2814.200845312501,15.138762088244919,6996.639258132064
2030,E5,普通大棚,第一季,1,32,空心菜,蔬菜,0.6,11283.172376568884,7035.502113281253,6.648549497050783,3516.985136798419
2030,E5,普通大棚,第二季,2,39,香菇,食用菌,0.6,3794.3730377925763,2814.200845312501,15.138762088244919,6996.639258132064
2030,E6,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3468.9010632412787,3377.041014375001,11.819643550312504,35545.26270344117
2030,E6,普通大棚,第二季,2,39,香菇,食用菌,0.6,3794.3730377925763,2814.200845312501,15.138762088244919,6996.639258132064
2030,E7,普通大棚,第一季,1,24,青椒,蔬菜,0.6,2837.5503372253065,2814.200845312501,7.932528632724612,2526.892360484728
2030,E7,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.2607100981927,14071.004226562505,69.83372960937497,4088.817206644253
2030,E8,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7610.286775600265,3377.041014375001,8.126004940839847,44233.85341008229
2030,E8,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9499.37005163877,14071.004226562505,12.626062280272867,17403.08304020679
2030,E9,普通大棚,第一季,1,25,菜花,蔬菜,0.6,3741.3900054250103,4221.301267968752,8.126004940839847,3505.425468510553
2030,E9,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.2607100981927,14071.004226562505,69.83372960937497,4088.817206644253
2030,E10,普通大棚,第一季,1,29,黄瓜,蔬菜,0.6,14216.018371235248,4924.851479296876,10.342188106523441,12806.884554670463
2030,E10,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.2607100981927,14071.004226562505,69.83372960937497,4088.817206644253
2030,E11,普通大棚,第一季,1,22,茄子,蔬菜,0.6,7610.286775600265,3377.041014375001,8.126004940839847,44233.85341008229
2030,E11,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.2607100981927,14071.004226562505,69.83372960937497,4088.817206644253
2030,E12,普通大棚,第一季,1,30,生菜,蔬菜,0.6,4769.451221380514,2814.200845312501,7.756641079892581,2779.649817522509
2030,E12,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4772.291879565692,4221.301267968752,45.50355761684568,8689.07069734819
2030,E13,普通大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3408.724300527314,3377.041014375001,9.60346038462891,6301.576477211689
2030,E13,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.2607100981927,14071.004226562505,69.83372960937497,4088.817206644253
2030,E14,普通大棚,第一季,1,26,包菜,蔬菜,0.6,4318.268466709505,4924.851479296876,9.60346038462891,3967.2828702771108
2030,E14,普通大棚,第二季,2,38,榆黄菇,食用菌,0.6,4772.291879565692,4221.301267968752,45.50355761684568,8689.07069734819
2030,E15,普通大棚,第一季,1,26,包菜,蔬菜,0.6,4318.268466709505,4924.851479296876,9.60346038462891,3967.2828702771108
2030,E15,普通大棚,第二季,2,41,羊肚菌,食用菌,0.6,946.2607100981927,14071.004226562505,69.83372960937497,4088.817206644253
2030,E16,普通大棚,第一季,1,17,豇豆,蔬菜（豆类）,0.6,3468.9010632412787,3377.041014375001,11.819643550312504,35545.26270344117
2030,E16,普通大棚,第二季,2,40,白灵菇,食用菌,0.6,9499.37005163877,14071.004226562505,12.626062280272867,17403.08304020679
2030,F1,智慧大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3426.7915919413335,3377.041014375001,9.60346038462891,6301.576477211689
2030,F1,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4253.987849693228,3095.620929843751,7.387277218945315,4374.579077795268
2030,F2,智慧大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3426.7915919413335,3377.041014375001,9.60346038462891,6301.576477211689
2030,F2,智慧大棚,第二季,2,34,芹菜,蔬菜,0.6,5715.339696937221,1688.5205071875005,5.909821775156252,1754.9977920369486
2030,F3,智慧大棚,第一季,1,31,辣椒,蔬菜,0.6,1913.581505223373,1688.5205071875005,10.711551967470706,1168.2001550561372
2030,F3,智慧大棚,第二季,2,33,黄心菜,蔬菜,0.6,5194.371499724454,3869.5261623046886,6.648549497050783,1738.0319848789659
2030,F4,智慧大棚,第一季,1,19,芸豆,蔬菜（豆类）,0.6,3426.7915919413335,3377.041014375001,9.60346038462891,6301.576477211689
2030,F4,智慧大棚,第二季,2,27,油麦菜,蔬菜,0.6,4253.987849693228,3095.620929843751,7.387277218945315,4374.579077795268
