方案,年份,情景编号,收入/元,成本/元,互补收益估计/元,利润/元,产量/斤,销量/斤,滞销量/斤,滞销比例,种植面积/亩
问题二方案,2024,155,6115422.756949452,864619.5268637388,310279.087783517,5561082.31786923,1312867.8986541925,1109143.8325421293,203724.06611206313,0.15517483999791495,1318.9999999999964
问题二方案,2024,156,6330658.72451594,864836.749617709,347528.5989002187,5813350.57379845,1465861.008765517,1152113.8881988502,313747.1205666668,0.21403606391774532,1318.9999999999964
问题二方案,2024,157,6257706.911658639,882269.7706536578,331528.81146466103,5706965.952469642,1362015.4027876365,1121221.9880947492,240793.41469288734,0.17679199089823472,1318.9999999999964
问题二方案,2024,158,6235988.807990221,892095.8535625477,344407.99656784383,5688300.950995517,1413165.6121018361,1132086.2049581679,281079.4071436683,0.19890054267992832,1318.9999999999964
问题二方案,2024,159,6401845.163276041,896193.1165283382,361703.0903325356,5867355.137080239,1489179.4733200811,1161424.144935701,327755.3283843801,0.2200912208745796,1318.9999999999964
问题二方案,2024,160,6253888.015783767,863291.3205366994,332914.62926150695,5723511.324508575,1420886.991161811,1156617.5140093633,264269.4771524477,0.18598908906637504,1318.9999999999964
问题二方案,2024,161,6384257.884340417,894939.4060513724,338131.6719904444,5827450.150279488,1382459.2394854408,1144662.6777024113,237796.56178302947,0.17200981771552173,1318.9999999999964
问题二方案,2024,162,6353139.224033926,877115.5170926653,341043.3265337475,5817067.033475008,1426222.2692068804,1164413.9302730886,261808.33893379173,0.18356769809756432,1318.9999999999964
问题二方案,2024,163,6264666.8516600765,875555.106366459,310461.24468487635,5699572.989978493,1326006.8781802142,1139028.4425563158,186978.4356238984,0.14100864686350945,1318.9999999999964
问题二方案,2024,164,6245725.355047356,891894.2497176493,310844.48468353064,5664675.590013238,1329596.3330462002,1143660.1783442227,185936.1547019775,0.13984406400699412,1318.9999999999964
问题二方案,2024,165,6354658.769460077,879051.2598564378,362164.0664137973,5837771.5760174375,1537524.436227716,1162029.0244806765,375495.4117470395,0.24422077652847562,1318.9999999999964
问题二方案,2024,166,6323296.170067617,889730.5839413241,343983.66039533145,5777549.246521624,1442384.573432771,1155607.4843375024,286777.08909526863,0.19882151707485327,1318.9999999999964
问题二方案,2024,167,6340733.360792521,895363.0614399269,334532.9223663678,5779903.221718962,1366335.6421729806,1131261.0421780366,235074.59999494394,0.17204747701749779,1318.9999999999964
问题二方案,2024,168,6374968.441762399,891691.8549411859,329453.8128560592,5812730.399677273,1385486.9057767037,1142987.9792965145,242498.9264801892,0.17502794538808314,1318.9999999999964
问题二方案,2024,169,6357664.982586403,877014.1184194903,351236.97393096745,5831887.838097881,1519349.6010041651,1182472.1363967108,336877.46460745437,0.22172478564828402,1318.9999999999964
问题二方案,2024,170,6206325.500142264,894612.8011367448,319113.71661921643,5630826.415624736,1334296.3811290853,1118262.541266018,216033.83986306726,0.161908435725696,1318.9999999999964
问题二方案,2024,171,6158348.067878492,870493.5433638941,310177.89270245365,5598032.417217052,1323492.0137524263,1125359.7424821293,198132.271270297,0.14970416837540496,1318.9999999999964
问题二方案,2024,172,6348015.92676842,866447.4959030154,342097.34201994736,5823665.772885352,1469626.665246506,1165945.784888537,303680.8803579691,0.2066381126168744,1318.9999999999964
问题二方案,2024,173,6242369.313096622,854528.5662577157,343969.54842373054,5731810.295262638,1443403.2173992705,1151994.88663816,291408.3307611104,0.20188976112036874,1318.9999999999964
问题二方案,2024,174,6442597.937996355,888681.778691094,354088.03221747075,5908004.191522731,1469713.697174485,1176819.6257720548,292894.0714024303,0.19928648141846758,1318.9999999999964
问题二方案,2024,175,6317193.124278646,867442.06388614,324490.3209993433,5774241.381391849,1406177.5957307587,1171630.0155127554,234547.58021800336,0.16679797838488125,1318.9999999999964
问题二方案,2024,176,6204514.674986811,884175.3681615817,365498.6326301495,5685837.93945538,1521691.386335573,1127576.4858898874,394114.9004456855,0.25899791770180447,1318.9999999999964
问题二方案,2024,177,6518763.80884997,873281.141495302,362747.77328075067,6008230.4406354185,1533112.1900075164,1195000.6136867502,338111.57632076624,0.22053935682235268,1318.9999999999964
问题二方案,2024,178,6322742.580656512,875490.0347796754,339991.6997219214,5787244.245598758,1408129.5293049233,1157300.3955441185,250829.13376080478,0.17812930454247225,1318.9999999999964
问题二方案,2024,179,6369973.510784994,866331.3234029026,357761.4423385653,5861403.629720656,1520448.878610605,1171520.7390018117,348928.1396087932,0.22949021471057007,1318.9999999999964
问题二方案,2024,180,6336194.010776885,889581.8855361047,345376.2707356009,5791988.395976381,1448084.1836385503,1161541.5317089139,286542.6519296365,0.19787706762299606,1318.9999999999964
问题二方案,2024,181,6214368.685519361,860018.4142729127,348236.58754245756,5702586.858788906,1441324.7191014104,1128468.7241482087,312855.9949532016,0.2170614232913807,1318.9999999999964
问题二方案,2024,182,6178269.025726856,857400.1317815101,363610.2734190217,5684479.167364367,1537845.9714551363,1146457.8679791668,391388.1034759695,0.2545040990715288,1318.9999999999964
问题二方案,2024,183,6258452.506467418,889346.6799294144,313960.08057465224,5683065.907112655,1334458.4835480333,1145160.5387065096,189297.94484152365,0.14185375354519972,1318.9999999999964
问题二方案,2024,184,6374695.739208401,875122.9167675634,335437.91258700093,5835010.7350278385,1445501.2668867444,1179844.7064147806,265656.56047196384,0.18378161718538163,1318.9999999999964
问题二方案,2024,185,6107360.4779436095,864212.8359860661,317550.12207829807,5560697.764035841,1348815.0348991621,1113238.873550301,235576.16134886118,0.17465416328671998,1318.9999999999964
问题二方案,2024,186,6407913.4950031275,869364.168813682,344556.2778219355,5883105.604011381,1419096.9031793124,1156252.113684546,262844.7894947664,0.1852197611776158,1318.9999999999964
问题二方案,2024,187,6259393.140152586,870506.1941209534,348341.82708373124,5737228.773115363,1476223.9117971375,1146900.4824284317,329323.4293687057,0.22308501219695817,1318.9999999999964
问题二方案,2024,188,6277897.385332771,887105.7868394878,308174.47601578984,5698966.074509072,1303785.1708138778,1131897.0673070739,171888.10350680398,0.13183775007925896,1318.9999999999964
问题二方案,2024,189,6280668.376411829,861033.7557096166,316077.63053396833,5735712.251236181,1357623.4366651645,1143438.042133096,214185.39453206863,0.1577649506833712,1318.9999999999964
问题二方案,2024,190,6384230.738972562,887398.1041075976,341102.92642129876,5837935.561286263,1462830.2691054163,1168550.4670459689,294279.8020594474,0.20117152910666264,1318.9999999999964
问题二方案,2024,191,6258592.640320335,857734.2900774905,321830.58507571265,5722688.935318557,1366861.85083036,1151477.3607417492,215384.4900886109,0.1575759027569364,1318.9999999999964
问题二方案,2024,192,6403087.784916255,869245.5324330837,349007.395653585,5882849.648136755,1458216.8867050789,1168040.9330003948,290175.95370468404,0.19899368629611233,1318.9999999999964
问题二方案,2024,193,6237708.5767605435,867480.2931804293,314894.6279484042,5685122.911528518,1344275.7724705169,1150436.5649650574,193839.20750545943,0.1441960135525025,1318.9999999999964
问题二方案,2024,194,6352706.628010262,873112.1306934565,317656.17774243595,5797250.675059241,1343617.201488075,1162343.5269917261,181273.67449634895,0.13491467234535684,1318.9999999999964
问题二方案,2024,195,6392450.630028028,893409.9342624624,350162.09154737514,5849202.787312942,1484215.110325802,1173941.8973437042,310273.21298209764,0.20904868224525028,1318.9999999999964
问题二方案,2024,196,6398056.121775085,894303.4353361393,337784.98133811913,5841537.667777065,1442091.5143283205,1164993.7171883662,277097.7971399543,0.19214993943641465,1318.9999999999964
问题二方案,2024,197,6126110.605861367,863319.9089174753,312243.36954927596,5575034.066493168,1340608.3586686293,1118420.3698923197,222187.98877630965,0.165736687631104,1318.9999999999964
问题二方案,2024,198,6470907.3752340255,902271.627166569,371176.93439924374,5939812.6824667,1528786.585235015,1167915.54531432,360871.0399206951,0.23605063218501468,1318.9999999999964
问题二方案,2024,199,6237976.83584369,868954.9129606298,335612.5585758338,5704634.481458894,1396103.0117255591,1124059.8282205593,272043.18350499985,0.19485896185322255,1318.9999999999964
问题二方案,2025,0,6301211.178627529,927455.7680937082,334142.47109499964,5707897.881628821,1428459.552700779,1178257.2091622606,250202.3435385183,0.1751553574376414,1311.9999999999964
问题二方案,2025,1,6279389.679085248,927277.0660780992,302746.1635010139,5654858.776508163,1323712.2795094564,1169122.6651410202,154589.61436843616,0.1167849061774393,1311.9999999999964
问题二方案,2025,2,6358303.140838601,956273.2621098268,363746.4872649535,5765776.365993727,1564519.8139623269,1181366.5521470539,383153.26181527297,0.24490150805114647,1311.9999999999964
问题二方案,2025,3,6342875.006937245,927445.0330662603,319490.48872335016,5734920.462594334,1402481.6472236787,1176942.9510749094,225538.69614876923,0.16081400893568953,1311.9999999999964
问题二方案,2025,4,6299820.042453999,940090.5739254388,317126.49190527713,5676855.960433837,1366126.3426411136,1167901.4511478054,198224.89149330813,0.14509997011702638,1311.9999999999964
问题二方案,2025,5,6371060.959936822,965356.1585695741,320357.826840063,5726062.62820731,1416939.5407328936,1179074.5268875335,237865.01384536014,0.1678723805832446,1311.9999999999964
问题二方案,2025,6,6527903.536858074,949313.368793993,355208.53172505816,5933798.699789139,1525497.7643309121,1217520.1277845453,307977.63654636685,0.20188665217837717,1311.9999999999964
问题二方案,2025,7,6386792.644699269,933693.5878786633,305453.68858598324,5758552.7454065895,1324573.9767409232,1189777.3490575796,134796.6276833436,0.10176602443527305,1311.9999999999964
问题二方案,2025,8,6220681.240834226,931121.6744309948,332617.8002160724,5622177.366619303,1422924.2836200772,1152276.6907218464,270647.59289823077,0.1902051964491556,1311.9999999999964
问题二方案,2025,9,6513522.931476043,969129.0572921658,323253.9325402805,5867647.806724157,1389167.6222233796,1186128.1154093833,203039.50681399624,0.14615911252598088,1311.9999999999964
问题二方案,2025,10,6513881.743821907,949744.8146434578,326105.4475147223,5890242.376693171,1423213.2124369242,1213203.2110774405,210010.0013594837,0.14756046355126934,1311.9999999999964
问题二方案,2025,11,6586665.343566141,963216.1971789679,332146.05481868435,5955595.201205857,1431047.5143231328,1216575.7007689986,214471.81355413422,0.14987050493258894,1311.9999999999964
问题二方案,2025,12,6572193.436043161,965428.8764822421,333440.0005681312,5940204.56012905,1459296.5386770226,1221309.528256056,237987.01042096666,0.16308337895238365,1311.9999999999964
问题二方案,2025,13,6581333.5085463915,977628.6909539896,351012.6804979466,5954717.498090348,1507740.6053081215,1215377.0009157173,292363.6043924042,0.1939084238781623,1311.9999999999964
问题二方案,2025,14,6382832.723710681,950853.4047738895,354359.0267564723,5786338.345693264,1485480.2603823268,1173085.8723391732,312394.38804315357,0.2102985791024586,1311.9999999999964
问题二方案,2025,15,6268221.385998537,943667.9722379436,334590.23681940086,5659143.650579994,1449204.5984884745,1173524.6126210087,275679.98586746585,0.19022847854264405,1311.9999999999964
问题二方案,2025,16,6293428.915839195,942380.8673670568,322331.8236256499,5673379.872097788,1378876.0901159768,1153499.2304053686,225376.85971060814,0.16344968291650613,1311.9999999999964
问题二方案,2025,17,6404063.96920895,966593.9748268836,313043.4745157761,5750513.468897843,1372947.3937443309,1187285.2756524025,185662.1180919283,0.13522886524121416,1311.9999999999964
问题二方案,2025,18,6427576.883203767,953818.9759135857,353222.1742029469,5826980.081493128,1509561.9741502746,1198840.4720940716,310721.5020562031,0.20583553863769438,1311.9999999999964
问题二方案,2025,19,6453444.324372704,972956.5418719529,354244.7094444541,5834732.491945205,1491004.7975307917,1178753.0819388742,312251.7155919175,0.20942368267964542,1311.9999999999964
问题二方案,2025,20,6351500.484903253,938057.3794164533,324752.2262176994,5738195.331704498,1375638.9541697938,1162292.493001625,213346.4611681688,0.15508899375194318,1311.9999999999964
问题二方案,2025,21,6457252.148476394,945485.3057282247,345078.6822867483,5856845.5250349175,1502138.1771189317,1209775.1857991721,292362.9913197595,0.19463122352732248,1311.9999999999964
问题二方案,2025,22,6445835.937589872,956783.7757617541,363541.849546443,5852594.01137456,1559298.8146941764,1190446.4946425112,368852.3200516652,0.2365501189225285,1311.9999999999964
问题二方案,2025,23,6270596.683235461,934636.736635337,336782.51355062076,5672742.460150745,1478432.6367390046,1171440.674315434,306991.9624235707,0.20764690578037176,1311.9999999999964
问题二方案,2025,24,6421094.028365314,971358.8515642196,307743.8241265859,5757479.000927681,1320226.3901480122,1173824.9445868656,146401.4455611466,0.11089116734345339,1311.9999999999964
问题二方案,2025,25,6515805.032877348,943468.3714393798,358148.54246332444,5930485.203901293,1545397.403970639,1208615.2206349324,336782.1833357066,0.21792594090710996,1311.9999999999964
问题二方案,2025,26,6439004.5506707765,933942.2162167704,357113.3966746363,5862175.731128642,1539127.0826659421,1213848.1730691318,325278.90959681035,0.21133986482350145,1311.9999999999964
问题二方案,2025,27,6208819.561364022,932644.507504951,352159.06906461314,5628334.122923684,1510340.8157687765,1141849.2441051805,368491.57166359597,0.24397908592308723,1311.9999999999964
问题二方案,2025,28,6402701.753621785,956216.0730126607,340132.87341715186,5786618.554026276,1458703.5230346392,1190300.3871087239,268403.1359259153,0.1840011569777649,1311.9999999999964
问题二方案,2025,29,6292726.427210516,953258.7635123358,358045.89676751225,5697513.560465693,1496702.7127241201,1151795.0633033821,344907.649420738,0.23044499518075848,1311.9999999999964
问题二方案,2025,30,6453408.6046775,959374.0288321443,361425.05675092037,5855459.632596277,1543473.2936269469,1196142.2645144295,347331.02911251737,0.22503209517563982,1311.9999999999964
问题二方案,2025,31,6331008.8825665265,959749.680061477,363411.14199863723,5734670.344503687,1527866.000572579,1153461.394922201,374404.6056503779,0.2450506821344719,1311.9999999999964
问题二方案,2025,32,6385360.857331428,955805.7858689034,358053.7717628333,5787608.843225357,1506399.7888110282,1169905.8992728807,336493.8895381475,0.22337621927292986,1311.9999999999964
问题二方案,2025,33,6430919.506795513,960447.3570803631,323065.3026311636,5793537.452346315,1357791.3321197447,1168079.1553632887,189712.17675645603,0.13972115763935747,1311.9999999999964
问题二方案,2025,34,6259663.513820196,954467.7676540393,310347.08938053,5615542.835546686,1325388.6868505273,1145658.1313731996,179730.55547732767,0.1356059224440906,1311.9999999999964
问题二方案,2025,35,6266555.421766612,957255.2105519795,323446.1315853382,5632746.34279997,1376635.9728775995,1141842.7789852037,234793.19389239582,0.1705557594878221,1311.9999999999964
问题二方案,2025,36,6435439.976395082,962091.463398661,343276.8288150274,5816625.341811447,1489419.727494514,1202397.4286210719,287022.2988734422,0.19270746423929005,1311.9999999999964
问题二方案,2025,37,6311386.703451275,952204.1222257006,353220.9622142902,5712403.543439864,1478166.1702811418,1158454.8531109248,319711.31717021693,0.21628915855205172,1311.9999999999964
问题二方案,2025,38,6401842.4587823795,967108.6692440513,309176.4042122119,5743910.193750541,1333629.2206969245,1164910.3344903474,168718.88620657707,0.1265110898802955,1311.9999999999964
问题二方案,2025,39,6365242.722267119,936814.8780190197,326739.57242676377,5755167.416674863,1435858.721307379,1191436.681724926,244422.03958245297,0.17022708150555485,1311.9999999999964
问题二方案,2025,40,6374874.575279056,969015.8167446712,338448.8725265161,5744307.631060901,1448931.124599275,1168729.275515466,280201.84908380895,0.19338520950145457,1311.9999999999964
问题二方案,2025,41,6392366.170800688,958331.644586656,327089.3489813324,5761123.875195364,1393067.1235931958,1188490.4131209066,204576.71047228924,0.14685344805540745,1311.9999999999964
问题二方案,2025,42,6395602.456375671,960331.9924138112,337192.9756558146,5772463.439617674,1457236.3962785418,1196770.0356469022,260466.3606316396,0.17873995001553136,1311.9999999999964
问题二方案,2025,43,6456740.954031603,969985.9299397527,367686.7317400798,5854441.755831931,1558225.8014185699,1201252.1816356601,356973.61978290975,0.22908978882131836,1311.9999999999964
问题二方案,2025,44,6475739.7022469845,970479.5304504299,323185.5215031244,5828445.693299679,1402369.114038564,1189865.1748102976,212503.93922826648,0.15153210171343148,1311.9999999999964
问题二方案,2025,45,6330565.353163432,954640.9468220167,326269.9579722697,5702194.364313685,1396405.1920096406,1160345.3211230345,236059.87088660616,0.16904826209280982,1311.9999999999964
问题二方案,2025,46,6410034.53027558,935598.0762155667,353789.8502957685,5828226.304355781,1511636.3294303224,1198047.0524299531,313589.2770003693,0.20745021199546654,1311.9999999999964
问题二方案,2025,47,6413294.902998506,943241.4373024227,341520.77758613415,5811574.2432822175,1479646.7559339856,1189045.5456986849,290601.2102353007,0.19639904529231156,1311.9999999999964
问题二方案,2025,48,6433463.007211887,947975.7556398917,345776.29227012786,5831263.543842123,1454916.2604268685,1179041.5737827325,275874.686644136,0.18961550856761686,1311.9999999999964
问题二方案,2025,49,6440628.678532528,973794.6506992977,326746.68393375585,5793580.711766986,1426700.2682499888,1190948.3266414804,235751.94160850835,0.1652427961604613,1311.9999999999964
问题二方案,2025,50,6317876.8129349025,951318.4640692112,340071.4448704699,5706629.793736162,1448146.7214113795,1160347.80337366,287798.91803771956,0.1987360215525866,1311.9999999999964
问题二方案,2025,51,6478026.629891895,938124.1614680111,328980.6295055531,5868883.097929437,1449095.7224500496,1210040.666417525,239055.05603252468,0.1649684367491913,1311.9999999999964
问题二方案,2025,52,6484041.197180203,958998.2543204058,335742.56489426043,5860785.507754059,1459256.8983462183,1204513.27336582,254743.62498039822,0.17457078686357433,1311.9999999999964
问题二方案,2025,53,6426048.308911742,942342.4433987911,324444.2969665557,5808150.162479506,1393581.2088477702,1178675.7274468462,214905.48140092404,0.1542109494850397,1311.9999999999964
问题二方案,2025,54,6397428.639712116,967334.0196106932,328264.86273448064,5758359.482835903,1391304.371897178,1174820.308276396,216484.063620782,0.15559791803542244,1311.9999999999964
问题二方案,2025,55,6447569.949063014,947539.0139239562,358924.1248321025,5858955.05997116,1542453.7780824848,1197473.935681223,344979.8424012619,0.22365651879055115,1311.9999999999964
问题二方案,2025,56,6437292.557225608,946936.3945019935,342391.01693071506,5832747.17965433,1479487.2719736337,1197063.658536715,282423.6134369187,0.19089289836212384,1311.9999999999964
问题二方案,2025,57,6198457.717487984,943386.924136391,317064.34280505683,5572135.13615665,1365572.3613426485,1147601.0739301944,217971.28741245414,0.1596189946303116,1311.9999999999964
问题二方案,2025,58,6452608.690989942,947244.8794706605,318218.8036720626,5823582.615191344,1394288.2642011507,1206457.6290914817,187830.63510966906,0.13471434848322814,1311.9999999999964
问题二方案,2025,59,6302859.504917712,954074.133950394,305844.18178838765,5654629.552755706,1325486.3134045652,1159524.9762447563,165961.33715980896,0.12520788444320527,1311.9999999999964
问题二方案,2025,60,6366757.738947375,953429.2747638861,312356.4700653285,5725684.934248817,1327413.3927688242,1161904.6006171154,165508.79215170885,0.12468519080290238,1311.9999999999964
问题二方案,2025,61,6506158.620503945,934811.8983708073,329765.8113420498,5901112.533475188,1474028.0406250148,1218754.2449646846,255273.79566033022,0.17318109874768017,1311.9999999999964
问题二方案,2025,62,6361706.144076772,949207.8418623055,313253.1682091502,5725751.4704236165,1335118.266559726,1168981.6699623014,166136.5965974247,0.1244358651653521,1311.9999999999964
问题二方案,2025,63,6266379.399458478,933737.4489475825,348421.4442280961,5681063.394738992,1494675.4969805183,1167574.3081380287,327101.1888424896,0.21884428392870955,1311.9999999999964
问题二方案,2025,64,6520768.7916956,959608.6863084285,339737.8025663806,5900897.907953552,1440368.5490866418,1184923.4206614713,255445.12842517043,0.17734706064441066,1311.9999999999964
问题二方案,2025,65,6342266.326759392,931588.2089386808,344372.1114795422,5755050.229300254,1448992.079435049,1165681.3459388418,283310.7334962073,0.19552262397919246,1311.9999999999964
问题二方案,2025,66,6327202.07519312,974851.0738165566,351378.0139840181,5703729.015360582,1503514.516538051,1155404.0160022653,348110.5005357857,0.2315311869002335,1311.9999999999964
问题二方案,2025,67,6473487.436228034,927834.2731874448,352037.9580562706,5897691.121096861,1510547.0292839184,1203947.4372893565,306599.59199456195,0.20297255633272593,1311.9999999999964
问题二方案,2025,68,6413364.807049522,943396.27333762,334455.739149869,5804424.272861771,1437849.9419856789,1187549.970233173,250299.97175250575,0.17407934197002511,1311.9999999999964
问题二方案,2025,69,6323150.271026077,942997.4195076057,299999.9253898394,5680152.77690831,1307572.0865400056,1171023.4972318907,136548.58930811496,0.10442911003816172,1311.9999999999964
问题二方案,2025,70,6353564.832369598,968211.9189052092,313237.52244825725,5698590.435912646,1347659.7436842094,1163159.5220620665,184500.22162214294,0.13690415736375663,1311.9999999999964
问题二方案,2025,71,6463218.097711499,970016.0351431988,320167.41533689265,5813369.477905193,1384754.4260123044,1195529.9166602942,189224.5093520102,0.13664842357422358,1311.9999999999964
问题二方案,2025,72,6440832.211941751,941628.8674746567,344173.17458194296,5843376.519049037,1421654.0989175357,1175480.3670044977,246173.73191303806,0.17316007606947265,1311.9999999999964
问题二方案,2025,73,6308011.697358675,930957.3654798253,353187.9361659597,5730242.26804481,1537462.8002977534,1182849.0135676984,354613.786730055,0.23064869384896894,1311.9999999999964
问题二方案,2025,74,6243744.393444324,943205.0007607053,338218.33398235287,5638757.726665972,1416854.7425899846,1146054.3795712455,270800.36301873904,0.19112782339544626,1311.9999999999964
问题二方案,2025,75,6370350.701933728,956962.1003659233,320997.2429373418,5734385.844505146,1365614.5356885286,1163544.9758455292,202069.55984299933,0.14796969024726878,1311.9999999999964
问题二方案,2025,76,6338958.64841123,925353.1718517145,348208.8856935145,5761814.362253031,1515386.1350097118,1184876.1200401213,330510.0149695906,0.21810283685053802,1311.9999999999964
问题二方案,2025,77,6315777.543744517,927325.4042274493,351287.7813763382,5739739.920893406,1538665.285506564,1189971.441171446,348693.8443351181,0.22662098613625384,1311.9999999999964
问题二方案,2025,78,6565056.722245943,970664.1969069657,325973.56815739814,5920366.093496376,1393263.9595756137,1198905.6406309225,194358.31894469121,0.13949856206995587,1311.9999999999964
问题二方案,2025,79,6190555.876427338,927912.1515093946,305837.51257705915,5568481.237495002,1325599.692981278,1155623.160324467,169976.53265681094,0.12822614063415566,1311.9999999999964
问题二方案,2025,80,6318889.048546146,948151.2163022116,322426.7341318342,5693164.566375769,1367442.068846878,1147635.9274566416,219806.14139023633,0.16074256189557787,1311.9999999999964
问题二方案,2025,81,6317636.601465711,952239.5743421571,325459.1434156377,5690856.170539192,1394628.078558174,1162817.857567407,231810.220990767,0.16621651647113136,1311.9999999999964
问题二方案,2025,82,6375443.812826339,979363.2553358198,306548.0578102609,5702628.61530078,1301000.698835949,1149726.6802546612,151274.0185812877,0.11627512476867836,1311.9999999999964
问题二方案,2025,83,6352991.1377459355,953167.6725452404,336455.6954280741,5736279.16062877,1488612.3220764168,1186890.1552431488,301722.166833268,0.20268686639138228,1311.9999999999964
问题二方案,2025,84,6332277.119640127,946502.1225529789,311499.7529868662,5697274.750074014,1329622.9989766986,1155446.4828163201,174176.51616037847,0.13099691889688114,1311.9999999999964
问题二方案,2025,85,6527041.2868201565,953539.202093202,348714.725425203,5922216.810152158,1453541.1701746846,1195013.300816308,258527.8693583766,0.17786071331389056,1311.9999999999964
问题二方案,2025,86,6370692.622191165,949281.269466184,313106.4492579825,5734517.801982963,1329015.790310466,1166838.9300306514,162176.86027981457,0.12202779038609399,1311.9999999999964
问题二方案,2025,87,6339148.7402666155,951180.0377387631,304472.8684546699,5692441.570982522,1312049.0660340728,1165423.9987602062,146625.06727386662,0.11175273171533884,1311.9999999999964
问题二方案,2025,88,6432415.574028972,945353.1399946022,353689.4884990353,5840751.922533405,1524660.1191149212,1192095.4824975708,332564.6366173504,0.21812378539185975,1311.9999999999964
问题二方案,2025,89,6432995.497480232,934006.7670949417,349176.75674916385,5848165.487134455,1533718.6733609426,1212135.895733698,321582.7776272446,0.20967520524643432,1311.9999999999964
问题二方案,2025,90,6377190.867292502,950231.063592432,325565.39156990487,5752525.195269975,1413729.3455953181,1176435.4958441749,237293.84975114325,0.16784956080204969,1311.9999999999964
问题二方案,2025,91,6469196.867984148,977825.8907648012,315974.46539558226,5807345.442614929,1352544.6012412058,1184986.3713465163,167558.22989468952,0.1238837002054678,1311.9999999999964
问题二方案,2025,92,6388611.581987309,945682.4263565621,362229.3670040814,5805158.522634828,1547674.5484472066,1175383.1125318876,372291.435915319,0.24054891662387404,1311.9999999999964
问题二方案,2025,93,6478243.121459589,973335.6113041495,355399.6237059762,5860307.133861415,1519990.9203556096,1187369.9384928592,332620.98186275037,0.21883090050625564,1311.9999999999964
问题二方案,2025,94,6493395.040341588,977298.8788199752,341127.5582226117,5857223.719744224,1462970.3660084717,1187976.9430721616,274993.42293631006,0.18796923664735232,1311.9999999999964
问题二方案,2025,95,6244533.359648035,932882.5911508908,349514.04632169975,5661164.814818843,1507967.5710861387,1162083.0516547272,345884.5194314115,0.229371324730997,1311.9999999999964
问题二方案,2025,96,6546847.32520759,959181.7165881436,334973.5406895384,5922639.149308985,1451680.5769104506,1214470.161660411,237210.41525003966,0.1634040015572051,1311.9999999999964
问题二方案,2025,97,6616709.618481785,978303.2487768673,353107.3844728629,5991513.754177781,1484071.9998905342,1203570.1912441629,280501.80864637136,0.18900822107489482,1311.9999999999964
问题二方案,2025,98,6438710.011470746,970624.3614912343,353267.7787572491,5821353.428736761,1505693.9931519784,1184522.253746035,321171.7394059433,0.213304788932319,1311.9999999999964
问题二方案,2025,99,6252000.780160838,949911.3034882153,317172.1751125902,5619261.651785213,1383185.4534308827,1147569.4566853193,235615.99674556335,0.17034302678728758,1311.9999999999964
问题二方案,2025,100,6402623.089492867,968340.6492594845,307785.70046164794,5742068.14069503,1316697.1226910567,1171509.302724768,145187.81996628875,0.1102666797581777,1311.9999999999964
问题二方案,2025,101,6352671.372696325,930109.3651811875,329312.2648810865,5751874.272396225,1410726.8047128348,1175075.2866298521,235651.51808298263,0.16704263170993724,1311.9999999999964
问题二方案,2025,102,6385493.7354238285,947128.2177409378,313982.38037362345,5752347.898056514,1333175.961291099,1169582.7007548844,163593.26053621457,0.12270942867720519,1311.9999999999964
问题二方案,2025,103,6473703.488150154,969545.7766034483,342744.5302968487,5846902.241843555,1459151.4782186693,1177362.8282354511,281788.6499832182,0.19311816092406353,1311.9999999999964
问题二方案,2025,104,6310689.522941642,938334.6585224646,310094.90723814256,5682449.771657321,1334337.383706035,1164590.1699385636,169747.2137674715,0.12721461291597008,1311.9999999999964
问题二方案,2025,105,6392751.662638994,964202.1359938486,351446.95458011155,5779996.481225257,1493946.8744220994,1169803.3822397883,324143.49218231114,0.21697123085966422,1311.9999999999964
问题二方案,2025,106,6450621.976994361,973507.8042326573,348956.5564434599,5826070.729205164,1456071.2099610441,1175749.2709159784,280321.9390450658,0.19251938856243545,1311.9999999999964
问题二方案,2025,107,6574215.638561391,949708.326226179,328755.0416753156,5953262.354010527,1403001.8390096196,1218144.0796024448,184857.75940717477,0.13175874347938565,1311.9999999999964
问题二方案,2025,108,6274706.069031062,957094.1189298725,315209.8984065778,5632821.848507768,1357526.2884995728,1162022.904093736,195503.3844058367,0.14401443718774676,1311.9999999999964
问题二方案,2025,109,6378540.731520662,946214.8306369139,320275.07713089476,5752600.978014643,1355263.2929064932,1166148.120098816,189115.17280767718,0.1395412786559735,1311.9999999999964
问题二方案,2025,110,6481552.08486573,954183.7353864467,313666.24137796013,5841034.590857243,1364560.6995321098,1195602.342022138,168958.35750997183,0.12381886534465301,1311.9999999999964
问题二方案,2025,111,6306244.928899998,940257.5301134558,315572.8994543366,5681560.298240879,1380135.0686756445,1162793.0793568746,217341.9893187699,0.1574787817886026,1311.9999999999964
问题二方案,2025,112,6228011.470361767,939919.7275364948,314036.1670922631,5602127.909917535,1339713.0285808556,1134032.6829410803,205680.34563977527,0.15352567397038033,1311.9999999999964
问题二方案,2025,113,6351950.53847367,974247.4739161002,345736.2982161235,5723439.362773693,1474451.2097443196,1163071.2339306287,311379.9758136908,0.21118364158532335,1311.9999999999964
问题二方案,2025,114,6312812.931811644,963150.0091228017,307455.42124104477,5657118.343929887,1321964.4831519076,1156594.0118837284,165370.47126817913,0.12509448882763693,1311.9999999999964
问题二方案,2025,115,6385055.463063738,963559.9382271634,320102.271890087,5741597.796726662,1359729.1760910237,1176488.907423983,183240.26866704063,0.13476232759366344,1311.9999999999964
